filename,label,text,cleaned_text
audio_1184.wav,2.5," My goal is to become a software engineer and I had faced several challenges for achieving my goal. To be completed regular activities and regular, I want to improve my speaking skills and family and friends.","My goal is to become a software engineer and I had faced several challenges for achieving my goal. To be completed regular activities and regular, I want to improve my speaking skills and family and friends."
audio_918.wav,2.5,2. カットスタイル,
audio_1030.wav,2.0," My favorite place is, we call it Hustle. The journey or travel experience is very good. And that places, we can never forgot that food is those. It is very delicious and also,","My favorite place is, we call it Hustle. The journey or travel experience is very good. And that places, we can never forgot that food is those. It is very delicious and also,"
audio_1112.wav,2.0," My goal is to be a person who is not only a person, but also a person who is not only a person, but also a person who is not only a person, but also a person who is not only a person, but also a person who is not only a person, but also a person who is not only a person, but also a person who is not only a person, but also a person who is not only a person, but also a person who is not only a person, but also a person who is not only a person, but also a person who is not only a person, but also a person who is not only a person, but also a person who is not only a person, but also a person who is not only a person, but also a person who is not only a person, but also a person who is not only a person, but also a person who is not only a person, but also a person who is not only a person, but also a person who is not only a person, but also a person who is not only a person, but also a person who is not only a person, but also a person who is not only a person, but also a person who is not only a person, but also a person who is not only a person, but also a person who is not only a person, but also a person who is not only a person, but also a person who is not only a person, but also a person who is not only a person, but also a person who is not only a person, but also a person who is not only a person, but also a person who is not only a person, but also a person who is not only a person, but also a person who is not only a person, but also a person who is not only a person, but also a person who is not only a person, but also a person who is not only a person, but also a person who is not only a person, but also a person who is not only a person, but also a person who is not only a person, but also a person who is not only a person, but","My goal is to be a person who is not only a person, but also a person who is not only a person, but also a person who is not only a person, but also a person who is not only a person, but also a person who is not only a person, but also a person who is not only a person, but also a person who is not only a person, but also a person who is not only a person, but also a person who is not only a person, but also a person who is not only a person, but also a person who is not only a person, but also a person who is not only a person, but also a person who is not only a person, but also a person who is not only a person, but also a person who is not only a person, but also a person who is not only a person, but also a person who is not only a person, but also a person who is not only a person, but also a person who is not only a person, but also a person who is not only a person, but also a person who is not only a person, but also a person who is not only a person, but also a person who is not only a person, but also a person who is not only a person, but also a person who is not only a person, but also a person who is not only a person, but also a person who is not only a person, but also a person who is not only a person, but also a person who is not only a person, but also a person who is not only a person, but also a person who is not only a person, but also a person who is not only a person, but also a person who is not only a person, but also a person who is not only a person, but also a person who is not only a person, but also a person who is not only a person, but also a person who is not only a person, but also a person who is not only a person, but also a person who is not only a person, but also a person who is not only a person, but"
audio_873.wav,2.0, I never know several. No. The first day of my life was when I got into a bomb bomb. I schooled. I was so excited because I thought that's going to bring a lot of opportunities for me and,I never know several. No. The first day of my life was when I got into a bomb bomb. I schooled. I was so excited because I thought that's going to bring a lot of opportunities for me and
audio_539.wav,2.0, My favourite place is Hampi. It is located in Karnataka and Indian subcontinent. The Hampi is mainly very famous for the structures and Shilpa Kala. So it was built by Shri Krishna Devaraya who is the king of Vijayanagara Empire and the construction belongs to 16th century.,My favourite place is Hampi. It is located in Karnataka and Indian subcontinent. The Hampi is mainly very famous for the structures and Shilpa Kala. So it was built by Shri Krishna Devaraya who is the king of Vijayanagara Empire and the construction belongs to 16th century.
audio_899.wav,2.0, Describe the best day of my life please. One day I seen my father and mother taking care of me. In the day I just liked the value of my life.,Describe the best day of my life please. One day I seen my father and mother taking care of me. In the day I just liked the value of my life.
audio_1277.wav,2.5, In my left one of the best days in my life is going to Kishpo with my friends and also Hang out with friends when I am 10th standard we went to Chennai beach and hang out there over there in evening. It's very special day and we We have done a lot of things over there and we have eat pounds,In my left one of the best days in my life is going to Kishpo with my friends and also Hang out with friends when I am 10th standard we went to Chennai beach and hang out there over there in evening. It's very special day and we We have done a lot of things over there and we have eat pounds
audio_649.wav,2.5, ಸಿರಿಕಿಕಿಕಿಕಿಕಿಕಿಕಿಕಿಕಿಕಿಕಿಕಿಕಿಕಿಕಿಕಿಕಿಕಿಕಿಕಿಕಿಕಿಕಿಕಿಕಿಕಿಕಿಕಿಕಿಕಿಕಿಕಿಕಿಕಿಕಿಕಿಕಿಕಿಕಿಕಿಕಿಕಿಕಿಕಿಕಿಕಿಕಿಕಿಕಿಕಿಕಿಕಿಕಿಕಿಕಿಕಿಕಿಕಿಕಿಕಿಕಿಕಿಕಿಕಿಕಿಕಿಕಿಕಿಕಿಕಿಕಿಕಿಕಿಕಿಕಿಕಿಕಿಕಿಕಿಕಿಕಿಕಿಕಿಕಿಕಿಕಿಕಿಕಿಕಿಕಿಕಿಕಿಕಿಕಿಕಿಕಿಕಿಕಿಕಿಕಿಕಿಕಿಕಿಕಿಕಿಕಿಕಿಕಿಕಿ,
audio_701.wav,2.0," My name is Dhruva and I am from Dharia B.Tech in Ramachandra Institute of Technology. Today my topic is about what are the people selling and buying in the market. Marketing means it has so many ways like vegetable market and product market, cloth market and fruits market.","My name is Dhruva and I am from Dharia B.Tech in Ramachandra Institute of Technology. Today my topic is about what are the people selling and buying in the market. Marketing means it has so many ways like vegetable market and product market, cloth market and fruits market."
audio_763.wav,2.5," Yes, my hobby is to play cricket with my friends and colleagues and other people who are there in the ground. So when I am playing cricket, myself feels very happy and feels very peaceful mind and the body is in a very comfortable situation.","Yes, my hobby is to play cricket with my friends and colleagues and other people who are there in the ground. So when I am playing cricket, myself feels very happy and feels very peaceful mind and the body is in a very comfortable situation."
audio_952.wav,2.0," My view of playground will be like surrounded by large trees, green nature surrounded with water which is away from the ground. This is what my vision of playground is.","My view of playground will be like surrounded by large trees, green nature surrounded with water which is away from the ground. This is what my vision of playground is."
audio_167.wav,2.5," My favorite hobby is listening to the music. Whenever I get the free time or when I am nervous or upset a little bit sad, I try to listen to the music. Whenever I listen to the music, my mind sets very quickly into the positive mood. Everything vibes good and my mind becomes fresh and clear.","My favorite hobby is listening to the music. Whenever I get the free time or when I am nervous or upset a little bit sad, I try to listen to the music. Whenever I listen to the music, my mind sets very quickly into the positive mood. Everything vibes good and my mind becomes fresh and clear."
audio_708.wav,2.0, Market is a very crowded place. Market not only sells food essential or kitchen essential but also the things what we wear like clothes shoes and many other things. In market while buying the things we choose places by their prices. When it comes to market we can hear a lot of noise.,Market is a very crowded place. Market not only sells food essential or kitchen essential but also the things what we wear like clothes shoes and many other things. In market while buying the things we choose places by their prices. When it comes to market we can hear a lot of noise.
audio_1245.wav,2.0, My favorite hobby is to use drawing and I love to enjoy when my creative thoughts come to me realistically with my drawings. I use so many tools like pencils and in the pencils there are so many shades like the 2B etc. I like to draw alone.,My favorite hobby is to use drawing and I love to enjoy when my creative thoughts come to me realistically with my drawings. I use so many tools like pencils and in the pencils there are so many shades like the 2B etc. I like to draw alone.
audio_812.wav,2.0, The most of the the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of,The most of the the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of the The most of
audio_76.wav,2.5," I was in the scene of the Kuala Lumpur market, like a visitor. That's the market of Oshobe, where people are buying different house materials, different house materials, domestic materials that they use at home. Different sounds, onk from the onk, from the cars,","I was in the scene of the Kuala Lumpur market, like a visitor. That's the market of Oshobe, where people are buying different house materials, different house materials, domestic materials that they use at home. Different sounds, onk from the onk, from the cars,"
audio_1296.wav,2.5," See the best day of my life is when I was 8th class my English teacher asked me to come on to the dice and she forced me, actually she forced me not asked her she forced me to give a speech on my mother then I was very nervous and just like went there and I head on there I put my","See the best day of my life is when I was 8th class my English teacher asked me to come on to the dice and she forced me, actually she forced me not asked her she forced me to give a speech on my mother then I was very nervous and just like went there and I head on there I put my"
audio_239.wav,2.0, So the topic is my describe your favorite hobby. So my favorite hobby is to trade in stock market. So after the corporate stock market industry booms and it is not my hobby. It is also my passion and I will use many tools for to do trading like market pulse trading view upstocks and many more. I have been very happy to do this hobby and I and this is my long term,So the topic is my describe your favorite hobby. So my favorite hobby is to trade in stock market. So after the corporate stock market industry booms and it is not my hobby. It is also my passion and I will use many tools for to do trading like market pulse trading view upstocks and many more. I have been very happy to do this hobby and I and this is my long term
audio_668.wav,2.5," There are so many people in the market like vegetable sellers and fruit sellers and grains sellers and seeds sellers like flower sellers. So many people are buying like that fruits, vegetables and grains and seeds for their daily life purpose.","There are so many people in the market like vegetable sellers and fruit sellers and grains sellers and seeds sellers like flower sellers. So many people are buying like that fruits, vegetables and grains and seeds for their daily life purpose."
audio_17.wav,2.0, Describing about my happy happy years I would like to listen songs when I was in free time and again I started to do things about myself to take care of myself and finish all of my things Describing a favorite hobby what do you enjoy the most about your hobby or there any tools that you need to use for your hobby do you enjoy practicing your hobby and your own or other with others I mostly like to spend time with my self only to take care of myself,Describing about my happy happy years I would like to listen songs when I was in free time and again I started to do things about myself to take care of myself and finish all of my things Describing a favorite hobby what do you enjoy the most about your hobby or there any tools that you need to use for your hobby do you enjoy practicing your hobby and your own or other with others I mostly like to spend time with my self only to take care of myself
audio_289.wav,2.5," My favorite day, my best day in my life was in my SSC. Bad day, I was invited for a competition which was like a set up. I was not aware of this competition at all. But then my principal made me forced me to attend this big head of the competition so that he would watch me feel.","My favorite day, my best day in my life was in my SSC. Bad day, I was invited for a competition which was like a set up. I was not aware of this competition at all. But then my principal made me forced me to attend this big head of the competition so that he would watch me feel."
audio_45.wav,2.5, ლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლლ,
audio_657.wav,2.0, When I enter into the market to buy and required things to cook delicious food like like or like Tomato rice lemon lemon rice etc for these things I need it tomatoes and Mussels so when I went to the market After seeing the crowd I thought that I today I can't cook,When I enter into the market to buy and required things to cook delicious food like like or like Tomato rice lemon lemon rice etc for these things I need it tomatoes and Mussels so when I went to the market After seeing the crowd I thought that I today I can't cook
audio_876.wav,2.0, My best day of life is virtually good marks in the 10th class exam. It is my best day and special day to me and also it is my special day to my parents also. In this I think when I was writing exams it was difficult to write exams. I cannot feel that it was a bad experience to me. While writing exams I can think that I want to get good marks. But after getting the result I will try to,My best day of life is virtually good marks in the 10th class exam. It is my best day and special day to me and also it is my special day to my parents also. In this I think when I was writing exams it was difficult to write exams. I cannot feel that it was a bad experience to me. While writing exams I can think that I want to get good marks. But after getting the result I will try to
audio_1069.wav,2.0, You,
audio_1318.wav,2.0, May pwede sa mga pwede sa isang pag-agmiss sa province na isang Bicol. At mag-agmiss sa Chabeli. Mag-agmiss sa Bicol kong mag-agmiss sa isang pag-agmiss sa isang pag-agmiss sa isang pag-agmiss sa isang pag-agmiss sa isang pag-agmiss sa isang pag-agmiss sa isang pag-agmiss sa isang pag-agmiss sa isang pag-agmiss sa isang pag-agmiss sa isang pag-agmiss sa isang pag-agmiss sa isang pag-agmiss sa isang pag-agmiss sa isang pag-agmiss sa isang pag-agmiss sa isang pag-agmiss sa isang pag-agmiss sa isang pag-agmiss sa isang pag-agmiss sa isang pag-agmiss sa isang pag-agmiss sa isang pag-agmiss sa isang pag-agmiss sa isang pag-agmiss sa isang pag-agmiss sa isang pag-agmiss sa isang pag-agmiss sa isang pag-agmiss sa isang pag-agmiss sa isang pag-agmiss sa isang pag-agmiss sa isang pag-agmiss sa isang pag-agmiss sa isang pag-agmiss sa isang pag-agmiss sa isang pag-agmiss sa isang pag-agmiss sa isang pag-agmiss sa isang pag-agmiss sa isang pag-agmiss sa isang pag-agmiss sa isang pag-agmiss sa isang pag-agmiss sa isang pag-agmiss sa isang pag-agmiss sa isang pag-agmiss sa isang pag-agmiss sa isang pag-ag,
audio_832.wav,2.0, So my favorite hobby is doing yoga and meditation. It gives me free of my space and it gives me relaxation and doing yoga if there are many benefits and the most about my hobby is I'll do these yoga in the morning and also as well as,So my favorite hobby is doing yoga and meditation. It gives me free of my space and it gives me relaxation and doing yoga if there are many benefits and the most about my hobby is I'll do these yoga in the morning and also as well as
audio_917.wav,2.0, you,
audio_802.wav,2.0," My favorite hobby is listening to songs. Of course mobile and earphones are very mandatory for listening music. Whenever I feel sad, low or happy, I like to listen to songs. It depends on my mood. When I am happy, I listen to the rap songs and many different enjoying songs. And when it comes to my sad mood, I listen to hard-wrecked songs. And also, I like to listen to songs","My favorite hobby is listening to songs. Of course mobile and earphones are very mandatory for listening music. Whenever I feel sad, low or happy, I like to listen to songs. It depends on my mood. When I am happy, I listen to the rap songs and many different enjoying songs. And when it comes to my sad mood, I listen to hard-wrecked songs. And also, I like to listen to songs"
audio_275.wav,2.0," The best day in my life when our 12th grader results were announced. Everyone is very curious to know about my marks, my family, my relatives, my friends etc. When the results were announced it was a stunning situation for me when I got full marks, I got an A-Bless in my 12th and everyone was very happy. All my relatives were congratulating me on my friends.","The best day in my life when our 12th grader results were announced. Everyone is very curious to know about my marks, my family, my relatives, my friends etc. When the results were announced it was a stunning situation for me when I got full marks, I got an A-Bless in my 12th and everyone was very happy. All my relatives were congratulating me on my friends."
audio_940.wav,2.0, me and my friends met together and divided into team and we play for first innings and after that again we play second innings after that,me and my friends met together and divided into team and we play for first innings and after that again we play second innings after that
audio_1120.wav,2.0," My goal is to become a software engineer to create innovative and impactful software solution that addresses real world problems, improve user experience and push the boundaries of technology. I am continually learn and grow, collaborate with talented individuals and contribute projects","My goal is to become a software engineer to create innovative and impactful software solution that addresses real world problems, improve user experience and push the boundaries of technology. I am continually learn and grow, collaborate with talented individuals and contribute projects"
audio_535.wav,2.5, My journey to Karnataka state was amazing and that experience gave me a wonderful day. Local foods are dishes from this place where I would like to eat special foods not rarely.,My journey to Karnataka state was amazing and that experience gave me a wonderful day. Local foods are dishes from this place where I would like to eat special foods not rarely.
audio_244.wav,2.5, My favorite hobby is watching movies. So watching movies is just like to entertain ourselves or to relieve from tension or stress. So majority are watch movies. So while in holidays or vacations. But my hobby is to watch in violin exams because when examinations brain is all about that tension or think about exams only. But if I believe in that at that time if you see watch and,My favorite hobby is watching movies. So watching movies is just like to entertain ourselves or to relieve from tension or stress. So majority are watch movies. So while in holidays or vacations. But my hobby is to watch in violin exams because when examinations brain is all about that tension or think about exams only. But if I believe in that at that time if you see watch and
audio_1134.wav,2.0," I would like to become a good engineer among all the engineers I face. I would like to achieve my goal in solving this problem of any difficulties like exams, any communication problems, etc.","I would like to become a good engineer among all the engineers I face. I would like to achieve my goal in solving this problem of any difficulties like exams, any communication problems, etc."
audio_724.wav,2.0, You,
audio_965.wav,2.0," The school playground is a vibrant space, teaming with energy and movement. It aborted with colorful equipment like swings, slides, monkey boards and jungle gym surrounded by patches of the glass grass, green grass and prevent marked with a pop coach, crates and basketball court.","The school playground is a vibrant space, teaming with energy and movement. It aborted with colorful equipment like swings, slides, monkey boards and jungle gym surrounded by patches of the glass grass, green grass and prevent marked with a pop coach, crates and basketball court."
audio_1031.wav,2.5, I would like to visit South Korea because I really love the place to visit once in a life and I would like to travel to Eidopalm because that would be my first experience. I would like to taste the local food.,I would like to visit South Korea because I really love the place to visit once in a life and I would like to travel to Eidopalm because that would be my first experience. I would like to taste the local food.
audio_1326.wav,2.5," I think the goal that I am achieving right now is to be happy, completely happy because I think in this generation it's not easy to achieve and also just to be in your... I like to achieve like my small means of life such as having my own space because it's not easy to live with my parents right now so I think that this may really go as of the moment what challenges would you face",think goal achieve right happy completely happy think generation easy achieve like achieve like small mean life have space easy live parent right think moment challenge face
audio_1325.wav,2.5, My goal is life is to have a happy and peace life and also rich and my goal is to have more money because my goal is important for me because ever since I don't have money or my family is not that rich so I just want to give,My goal is life is to have a happy and peace life and also rich and my goal is to have more money because my goal is important for me because ever since I don't have money or my family is not that rich so I just want to give
audio_273.wav,2.5," My topic is to describe the best day in my life. The best day in my life is when I am studying a 10th standard. They suddenly plan to conduct an essay writing about social media. Actually we are not aware about at the 10th when I am studying my 10th standard. But they opted to select the Telugu, Hindi, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English,","My topic is to describe the best day in my life. The best day in my life is when I am studying a 10th standard. They suddenly plan to conduct an essay writing about social media. Actually we are not aware about at the 10th when I am studying my 10th standard. But they opted to select the Telugu, Hindi, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English, English,"
audio_1298.wav,2.5, The best day of my life is the moment my teacher announced that in a school I scored the highest marks in my class. Everyone appreciated me. My friends were smiling with pride. My teacher was happy and my classmates were surprised when I told my parents they feel proud and the moments still I remember.,The best day of my life is the moment my teacher announced that in a school I scored the highest marks in my class. Everyone appreciated me. My friends were smiling with pride. My teacher was happy and my classmates were surprised when I told my parents they feel proud and the moments still I remember.
audio_868.wav,2.0, See the best day is when I got my B.T.C.T. in SRITU college because I have tried so much but I have given much preparation for the NSAT exam after completion of the interview. So I have practiced it much and I have prepared well.,See the best day is when I got my B.T.C.T. in SRITU college because I have tried so much but I have given much preparation for the NSAT exam after completion of the interview. So I have practiced it much and I have prepared well.
audio_964.wav,2.0," In my playground I have green grass, football playground, cricket playground, and beside volleyball playground, throw ball playground. I used to play cricket with my friends. We are free, we play cricket.","In my playground I have green grass, football playground, cricket playground, and beside volleyball playground, throw ball playground. I used to play cricket with my friends. We are free, we play cricket."
audio_85.wav,2.0," Recently I visited a Raitha Bazaar near my house which is for the purpose of selling vegetables and all the other kind of daily grocery which are required in our kitchens. When I reached there, the place was so crowded that I can't even find","Recently I visited a Raitha Bazaar near my house which is for the purpose of selling vegetables and all the other kind of daily grocery which are required in our kitchens. When I reached there, the place was so crowded that I can't even find"
audio_919.wav,2.0," My best day in my life means at one day I asked my father in one situation where we are rented in our relatives house where we are close to that family and one day they asked my father that one of the relative, another relative who is close to my father has taken some of the place where he kept his things in our place.","My best day in my life means at one day I asked my father in one situation where we are rented in our relatives house where we are close to that family and one day they asked my father that one of the relative, another relative who is close to my father has taken some of the place where he kept his things in our place."
audio_303.wav,2.5, The best thing of my life was probably when I won a mass competition and I guess why this was so special was because the poor adult effort and hard work into it has started the Elms Day for around three months building up to this competition. It really shows that hard work pays off in the end.,The best thing of my life was probably when I won a mass competition and I guess why this was so special was because the poor adult effort and hard work into it has started the Elms Day for around three months building up to this competition. It really shows that hard work pays off in the end.
audio_345.wav,2.0, So the topic is to describe the best day of your life. So my the best day of my life is to is when I go to the tour into mountain I will climb the mountain and see natural beauties and meaningful phrases and many more. I will climb 27 kilometer in 20 and 15 hours and in mountains there are also some jen temples and do very,So the topic is to describe the best day of your life. So my the best day of my life is to is when I go to the tour into mountain I will climb the mountain and see natural beauties and meaningful phrases and many more. I will climb 27 kilometer in 20 and 15 hours and in mountains there are also some jen temples and do very
audio_930.wav,2.0, Describing about the best day in my life is not a particular day but I think every day start with new hope and new experiences so every day we have to think that it is a new chance or a new day to make,Describing about the best day in my life is not a particular day but I think every day start with new hope and new experiences so every day we have to think that it is a new chance or a new day to make
